id,Titulo,Autor,Ubicacion,Colección
000126207,El crimen de lord arthur Savile y otros relatos,"Wilde, Oscar",823/WIL/cr,LITGE
000126236,Pedro Prado : obra poética,"Prado, Pedro",Ch861/PRA/pe,LITCH
000126253,Relato de un náufrago,"García Márquez, Gabriel",C863/GAR/re,LITGE
000126314,Juan Salvador Gaviota,"Bach, Richard",813/BAC/ju,LITGE
000126478,Flon-Flon y Musina,Elzbieta,843/ELZ/fl,INFAN
000126543,Las benévolas,"Littell, Jonathan",813/LIT/be,LITGE
000126671,Código de medio ambiente,Chile,344.83046/COD/me,LITGE
000126705,Ojo de vidrio : 19 autores de cómic contemporáneo,"Pinto, Iván, comp",741.5983/OJO/vi,JUVEN
000126726,Cara de Luna,"London, Jack",Ch863/PAU/au,LITCH
000126855,Papelucho misionero,"Paz, Marcela",Ch863/Paz/Pmis,LITCH
000126884,Cuentos de leche : los primeros cuentos,"Podestá N., Álvaro",Ch863/POD/cu,INFAN
000126885,La princesa y el mendigo : cuento nórdico,"Videgain, Patricia adapt",839.82/PRI,INFAN
000126886,El coneso y la sebora y otros cuentos más en rima,"Real, Roberto del",Ch863/REA/co,INFAN
000126888,Aunque hoy no es tu cumpleaños,"Paucay, Ana",Ch863/PAU/au,LITCH
000126891,Quiero ser un hada,"Silva Agurto, María Pía",Ch863/SIL/qu,INFAN
000126895,Los zapatos de mi abuelo Pancho,"Socías, Estela",Ch863/SOC/za,INFAN
000126898,Chicago chico,"Méndez Carrasco, Armando",Ch863/MEN/Ch,LITCH
000126903,Isidora Aguirre : antología esencial : 50 años de dramaturgía,"Aguirre, Isidora",Ch862/AGU/is,LITCH
000126988,Ben quiere a Anna,"H rtling, Peter",833/HAR/be,LITGE
000127098,El niño que enloqueció de amor,"Barrios, Eduardo",Ch863/BAR/ni,LITCH
000127109,Los teatropellos de Pepito,"Pelayo P., Pepe",Cu862/PEL/te,INFAN
000127160,No somos irrompibles : (12 cuentos de chicos enamorados),"Bornemann, Elsa",A863/BOR/no,INFAN
000127161,El superzorro,"Dahl, Roald",823/DAH/su,INFAN
000127176,"Mamire, el último niño","Carvajal, Victor",Ch863/CAR/ma,INFAN
000127177,Supertoci,"Blume, Judy",813/BLU/su,LITGE
000127316,Tejado de vidrio : crónicas del malestar,"Zerán Chelech, Faride",Ch868/ZER/te,LITCH
000127322,Las flores de hojalata,"Emmerich, Fernando",Ch863/EMM/fl,LITCH
000127339,Perro y gato,"Poyanco, R",Ch863/POY/pe,LITCH
000127340,La voz del silencio,"Malarée, Carmen",Ch863/MAL/vo,LITCH
000127400,Historias para reflexionar II,"Arellano Marín, Pedro Alberto il",868/HIS/re,LITGE
000127416,Fintas y gambetas,"Marchant, Reinaldo Edmundo",Ch863/MAR/fi,LITCH
000127478,Mitos y leyendas de Chile,"Pérez, Floridor",398.20983/PER/mi,LITCH
000127497,La pequeña Yagán,"Carvajal, Víctor",Ch863/CAR/pe,LITCH
000127511,El arte del peligro,"Parra, Marco Antonio de la",Ch862/PAR/ar,LITCH
000127551,"Yo cuento, tú cuentas, nosotros también contamos 2007",Concurso Literario Yo cuento..,Ch860.8/CON/yo,INFAN
000127561,Los Bezanilla de arriba y los de abajo,"Banda, Hernaní",Ch863/BAN/be,LITCH
000127582,Los que sobran : dos novelas,"Silva, Mario",Ch863/SIL/qu,LITCH
000127593,Alonso en una hacienda colonial,"Ibáñez Vial, Magdalena",Ch863/IBA/al,LITCH
000127605,"Borges, agonismo y epigonía","Pérez Villalobos, Carlos",A860/PER/bo,LITGE
000127608,Quique Hache : el caballo fantasma,"Gómez, Sergio",Ch863/GOM/qu,JUVEN
000127638,Los secuestradores de burros,"Durrell, Gerald Malcolm",823/DUR/se,JUVEN
000127698,El gran gigante bonachón,"Dahl, Roald",823/DAH/gr,JUVEN
000127714,Charlie y el gran ascensor de cristal,"Dahl, Roald",823/DAH/Ch,JUVEN
000127723,La bruja bella y el solitario,"Río, Ana María del",Ch863/RIO/br,INFAN
000127740,Como un salto de campana,"Carvajal, Víctor",Ch863/CAR/co,LITCH
000128066,Obras completas,"Galemiri, Benjamín",Ch862/GAL/ob,LITCH
000128082,El problema de martina,"Silva,Maria Luisa",Ch863/SIL/pr,INFAN
000128162,Intersección poética : ocho voces hispanoamericanas,"Intxaustegi, Bego",H861.008/INT,LITGE
000128221,Impar,"Cunha, Marcelo Carneiro da",B869.3/CUN/im,LITGE
000128245,¡A dormir!,Mikonos Comunicación Gráfica Argentina,649.1/ADO,INFAN
000128423,Calígula,"Siliato, Maria Grazia",853/SIL/ca,LITGE
000128719,Cuentos chinos y de sus vecinos,"Silveyra, Carlos",A863/SIL/cu,INFAN
000128952,Dina busca Lolo,"Artigas, Mario",Ch863/ART/di,LITCH
000128990,Humor estudiantil,Departamento de Cultura y Publicaciones,Ch867/HUM/es,LITCH
000128999,En voz baja ; La amada inmóvil,"Nervo, Amado",M861/NER/en,LITGE
000129023,Cuentos de animales contentos,"Güiraldes, Ana María",Ch863/GUI/cu,INFAN
000129024,Aliocha,"Troyat, Henri",843/TRO/ali,JUVEN
000129055,El pueblo maravilloso,"Contreras, Francisco",Ch863/CON/pu,LITCH
000129065,Persistencia del alba,"Hlousek, Rodolfo",Ch861/HLO/pe,LITCH
000129088,El señor de las moscas,"Golding, William",823/GOL/sa,LITGE
000129111,Los Hermanos Karamazov,"Dostoievski, Fedor",891.73/DOS/he,LITGE
000129151,Me criaron peregrina,"Mistral, Gabriela",Ch861/MIS/cr,LITCH
000129269,La oscura vida radiante,"Rojas, Manuel",Ch863/ROJ/os,LITCH
000129286,El Pequeño cantor,Anónimo,863/PEQ/ca,LITGE
000129287,Travesuras de Polita,"Morel, Alicia",Ch863/MOR/tr,LITCH
000129361,El Reloj invtido [i.e. invertido] : antología poética,Universidad Católica del Maule Chile,Ch861.008/REL,LITCH
000129583,Habla mi viejo,"Martín Vigil, José Luis",863/MAR/HAB,LITGE
000129641,Adivinanzas para pequeños genios,"Azarmendia, Ángel",793.73/AZA/adi,INFAN
000129671,Los programas escolares : una red de negociaciones,"Ochoa, Jorge",370.983,LITGE
000129751,Capacidades nacionales para utilización de las TIC,Chile. Ministerio de Educación,371.3340983/CAP,LITGE
000129820,La resistencia,"Gallego García, Laura",863/GAL/re,LITGE
000129830,El reino de los sueños,"Garcia-Clairac, Santiago",863/GAR/re,LITGE
000129859,Neruda y yo,"Rokha, Pablo de",Ch864/ROK/ne,LITCH
000130096,Bibiana y su mundo,"Olaizola, José Luis",863/OLA/bi,LITGE
000130099,La Llorona,"Serrano, Marcela",Ch863/SER/ll,LITCH
000130129,Aquellas mujercitas,"Alcott, Louisa May",813/ALC/aq,INFAN
000130162,Un mundo sin fin,"Follett, Ken",823/FOL/mu,LITGE
000130278,Mitos y leyendas de Chile,"Pérez, Floridor",398.20983/PER/mi,LITCH
000130327,Un diccionario bizarro,"Villalón Galdames, Alberto",467.9/VIL/di,LITGE
000130588,Diario de un mal año,"Coetzee, J. M",S823/COE/di,LITCH
000130615,Tres viajes,"Mouat, Francisco",Ch868/MOU/tr,LITCH
000130802,Bien vestidos,"Coll, Ivar da",C863/COL/bi,INFAN
000130863,Así vivimos las brujas,"Silva, María Luisa",Ch863/SIL/as,INFAN
000130872,Crónicas para incomodar,"Cárdenas S., Juan Pablo",Ch868/CAR/cr,LITCH
000130876,El plato fanfarrón,"Alegría Ramírez, Gloria A",Ch863/ALE/pl,INFAN
000130906,La porota,"Solar, Hernán del",Ch863/SOL/po,INFAN
000131111,365 cuentos y rimas para niños,"Dueso Ruberte, Concha",398.2/TRE,INFAN
000131130,Noche de viernes,"Sierra i Fabra, Jordi",863/SIE/no,LITGE
000131134,Eclipse,"Meyer, Stephenie",813/MEY/ec,LITGE
000131258,La porota,"Solar, Hernán del",Ch863/SOL/po,INFAN
000131277,La vida simplemente,"Castro, Oscar",Ch863/cas/vi,LITCH
000131289,La ciudad prohibida,"Min, Anchee",813/MIN/ci,LITGE
000131365,El Lazarillo de Tormes : texto completo,Anónimo,863/LAZ/,JUVEN
000131376,"Rakatan y la Carlina, heroina nacional : crónica novelada de una leyenda","Freire, Antonio",Ch863/FRE/ra,LITCH
000131402,Sendas perdidas y encontradas,"Herrera Alarcón, Ricardo",Ch861/HER/se,LITCH
000131404,El asado de bacon,"Vial, Maha",Ch861/VIA/as,LITCH
000131407,La carretera,"McCarthy, Cormac",813/MCC/ca,LITGE
000131419,Maritrini quiere ser escritora,"Cabrera Delgado, Luis",Cu863/CAB/ma,LITGE
000131488,La guerra y la paz,"Tolstoi, León",891.73/TOL/gu,LITGE
000131489,Cartografía cultural de Chile : directorio 2001,Chile. Ministerio de Educación. División de Cultura,306.02583/ChI/ca,LITCH
000131504,Milagros de Nuestra Senora,"Berceo, Gonzálo de, -",861/BER/mil,LITGE
000131530,Manuel está aburrido,"Milicic, Neva",152.4/MIL/ma,INFAN
000131549,La mujer de goma,"Hidalgo González, Héctor",Ch/863/HID/mu,INFAN
000131707,El amante sin rostro,"Marchant Lazcano, Jorge",Ch863/MAR/am,LITCH
000131841,"Imaginar el pasado, decir el presente","Viu Bottini, Antonia",Ch863.009/VIU/im,LITCH
000131844,"Voz de jaguar, vuelo de cóndor : antología poética Chile","Mendoza Belio, Tulio Hernán",Ch863/PAU/au,LITCH
000131906,El hombre que fue Jueves,"Chesterton, G. K. Gilbert Keith",823/ChE/ho,LITGE
000131930,Era que se era,"Uribe, María de la Luz",Ch863/URI/er,INFAN
000131944,Vale la pena mentir?,"Milicic, Neva",Ch863/MIL/va,INFAN
000131955,¿Son simpáticas las bromas?,"Milicic, Neva",155.4124/MIL/so,INFAN
000131969,Corazón de mandarín,"Beltrán R., María Isabel",Ch863/BEL/co,INFAN
000132315,"Vida, pasión y muerte de un saltimbanqui","Ward, Guil",793.8/WAR/vi,LITGE
000132367,El castillo de los Cárpatos. Las indias negras. Una ciudad flotante,"Verne, Jules",843/VER/ca,LITGE
000132450,La residencia de los dioses,Goscinny,741.5944/GOS/re,JUVEN
000132503,Los laureles del César,Goscinny,741.5944/GOS/la,JUVEN
000132620,Enanos y gigantes,"Solar, Hernán del",Ch863/SOL/en,LITCH
000132627,"La travesía del ""Explorador del amanecer""","Lewis, C. S",Ch863/SEM/qu,JUVEN
000132704,"Hamamelis, Miosotis y el señor Sorpresa","Coll, Ivar da",C863/COL/ha,LITGE
000132707,"Leyendas, mitos, cuentos y otros relatos tehuelches","Ravassi, Alejandro il",398.20982/LEY/mite,INFAN
000132785,Cuento con mañana,"Sastre, Teo",863/SAS/cu,LITGE
000132789,Los gatos de Aurora,"Leppe G., Leslie",Ch863/LEP/ga,INFAN
000132793,Janaq Pacha : el cielo en la tierra Gonzalo Cortés,"Cortés, Gonzalo",B/cor/ja,LITGE
000132853,La casa de Dostoievsky,"Edwards, Jorge",Ch863/EDW/ca,LITCH
000132911,Lobo,"Harris, Thomas",Ch861/HAR/lo,LITCH
000132958,Kiwala y la luna,"Pavez, Ana María",863/PAV/kl,LITGE
000133041,Critica situada : el estado actual del arte y la poesia mapuche,"García Barrera, Mabel Egle",Ch898.38/GAR/cr,LITCH
000133198,Crónicas reunidas,"Edwards Bello, Joaquín",Ch868/EDW/cr,LITCH
000133200,Olga,"Brisac, Geneviève",843/BRI/ol,INFAN
000133225,Fernanda y los mundos secretos,"Chávez Castañeda, Ricardo",462.03/GOM/br,LITGE
000133246,Abierto toda la noche,"Trueba, David",863/TRU/ab,LITGE
000133267,Mapu Che,"Oróstegui, Patricio",Ch862/ORO/ma,LITCH
000133282,Asfixia,"Schultz, Jorge",Ch862/SCh/as,LITCH
000133285,Las casas de nylon,"Cáceres, Sebastián",Ch862/CAC/ca,LITCH
000133302,Animales domésticos,"Pavez Goye, Eduardo",Ch862/PAV/an,LITCH
000133305,Se omite,"Roa Lucero, Mauricio",Ch862/ROA/se,LITCH
000133336,Mi amigo el Negro,"Alliende, Felipe",Ch863/ALL/mi,INFAN
000133355,Antonio y el misterio de los hombres roca,"Bertrand Donoso, Sara",Ch863/BER/an,LITCH
000133558,Justos por pecadores,"Quiroz, Fernando",C863/QUI/ju,LITGE
000133695,Neruda y yo,"Rokha, Pablo de",Ch864/ROK/ne,LITCH
000133713,Lazos de familia,"Marín, Germán",Ch868/MAR/la,LITCH
000133744,Mitos de la creación : de América precolombina,"Landauro, Antonio",398.208998/LAN/mi,INFAN
000133771,Historia de un amuleto,"Nesbit, E. Edith",823/NES/hi,LITGE
000133781,Cabo de Hornos,"Coloane, Francisco",Ch863/COL/ca,LITCH
000133890,La bestia,"Pout, Manuel",Ch863/POU/be,LITCH
000133960,Poesía de paso,"Lihn, Enrique",Ch861/LIH/po,LITCH
000133978,Con ojos de niño,"Guzmán, Jorge",Ch863/GUZ/co,LITCH
000134085,Tú eres muy especial,"Milicic, Neva",Ch863/MIL/tu,INFAN
000134129,Obra reunida : poesía,"Castro, Oscar",Ch861/CAS/ob,LITCH
000134160,La gallina Clota y su gran tesoro,"Vega A., María Roxana",Ch863/VEG/ga,INFAN
000134255,El cementerio más hermoso de Chile,"Formoso, Christian",Ch861/FOR/ce,LITCH
000134396,Conducta de un gato,"Varas Morel, José Miguel",Ch863//VAR/co,LITCH
000134411,La silla de plata,"Lewis, C. S",823/LEW/si,JUVEN
000134493,El hechizo de Elsie,"Highsmith, Patricia",813/HIG/he,LITCH
000134648,El segundo deseo,"Díaz Eterovic, Ramón",Ch863/DIA/se,LITCH
000134663,La razón de los amantes,"Simonetti, Pablo",Ch863/SIM/ra,LITCH
000134683,Caleuche comic,"Contreras G., Luis",741.5983/CAL/co,JUVEN
000135048,Antología autobiográfica,"Rojas, Manuel",Ch863/ROJ/an,LITCH
000135055,Escritura de Raimundo Contreras,"Rokha, Pablo de",Ch861/ROK/es,LITCH
000135059,Un mundo sin fin,"Follett, Ken",823/FOL/mu,LITGE
000135157,El día de campo de don chancho,"Kasza, Keiko",813/KAS/di,INFAN
000135235,El safari de los monstruos,"Brezina, Thomas",A833/BRE/sa,JUVEN
000135276,Fray Perico y su borrico,"Muñoz Martín, Juan",863/MUÑ/fr,INFAN
000135345,Réquiem para una primavera,"Alegría Ramírez, Gloria A",Ch863/ALE/re/,LITCH
000135413,Pena de vida,"Hahn, Oscar",Ch861/HAH/pe,LITCH
000135420,Obras selectas,"Lastra, Pedro",Ch860/LAS/ob,LITCH
000135435,Cuentos con alma II : (puentes de luz),"Gómez A., Rosario comp",863.008/CUE/co,LITGE
000135442,El cernícalo Porqué,"López Narváez, Concha",863/LOP/ce,LITGE
000135583,Cuentos breves: FOSIS en cien palabras,FOSIS Chile . Servicio de bienestar,Ch863.008/CUE,LITCH
000135585,Esquizo,"Rojas, Gonzalo",Ch861/ROJ/es,LITCH
000135590,La prosa de Gabriela Mistral : época y estilo,"Valdés, Enrique",Ch868/MIS/va,LITCH
000135606,Kavafis íntegro,"Castillo Didier, Miguel",889.1/KAV/ca,LITGE
000135668,El famoso cohete,"Wilde, Oscar",823/WIL/fa,INFAN
000135727,Los diálocos de Pepito,"Pelayo P., Pepe",Cu863/PEL/di,INFAN
000135931,¿Qué me está pasando?,"Mayle, Peter",613.96/MAY/qu,JUVEN
000135960,El regreso del gato asesino,"Fine, Anne",863/FIN/re,INFAN
000136296,[Guión],"Hernández Montecinos, Héctor",Ch861/HER/gu,LITCH
000136312,El álbum de la flora imprudente,"Romo Torres, Claudio",Ch863/ROM/al,LITCH
000136441,Narn i chin Húrin : la historia de los hijos de Húrin,"Tolkien, J. R. R. John Ronald Reuel",823/TOL/na,LITGE
000136515,Las armas de las letras : ensayos neoarielistas,"Rojo, Grínor",Ch864/ROJ/ar,LITCH
000136653,Diccionario del mundo invisible y catálogo de los seres fantásticos mapuches,"Mora Penroz, Ziley",398.2/MOR/di,INFAN
000136852,Laura se cambia de casa,"Slegers, Liesbet",839.31/SLE/lse,INFAN
000136864,Miffy visita el zoo,"Bruna, Dick",839.313/BRU/mi,INFAN
000136903,¡No comparte nada!,"Lévy, Didier",843/LEV/no,INFAN
000136921,"Así es fácil contar : 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Caracci Cheyre, Marcelo",372.21/CAR/as,INFAN
000137100,Emilia en Chiloé,"Balcells, Jacqueline",Ch863/BAL/eCh,JUVEN
000137108,Cinco semanas en globo,"Verne, Jules",843/VER/ci,LITGE
000137135,El pentáculo de Anael,"Joris, Daniel",B843/JOR/pe,LITGE
000137172,De Victoria para Alejandro,"Molina, María Isabel",863/MOL/de,JUVEN
000137176,¿De qué color es la cebra?,"Novoa, Teresa",590/NOV/de,INFAN
000137325,Taller Nueve : cuarta antología,"Arteche, Miguel",Ch860.8/TAL/nu,LITCH
000137364,Antología de poesía y narrativa chilena,"Mago editores Santiago, Chile",Ch860.8/ANT/c.1,LITCH
000137388,El diablo en la botella,"Stevenson, Robert Louis",823/STE/di,LITGE
000137395,El miedo y otros cuentos,"Maupassant, Guy de",843/MAU/mi,LITGE
000137426,El hombre del millón y El diario de Eva,"Twain, Mark",813/TWA/ho,LITGE
000137427,Los muertos,"Joyce, James",823/JOY/mu,LITGE
000137612,Chile : la última frontera,"Correa M., Cristóbal",Ch863/PAU/au,LITCH
000137951,El almohadón de plumas y otros cuentos,"Quiroga, Horacio",U863/QUI/al,JUVEN
000138031,Antología de la poesía peruana : fuego abierto,"Ollé, Carmen prol",PE861.008/ANT/po,LITGE
000138035,Carta a Roque Dalton,"Aguirre, Isidora",Ch863/AGU/ca,LITCH
000138063,Una loica en la ventana,"Blanco, Guillermo",Ch863/BLA/lo,LITGE
000138064,El pan y el vino,"Barquero, Efraín",Ch861/BAR/pa,LITCH
000138148,Alto volta,"González Cangas, Yanko",Ch861/GON/al,LITCH
000138151,La vida deshilachada,"Mouat, Francisco",Ch868//MOU/vi,LITCH
000138346,El códice de la Atlántida,"Pavlou, Stel",813/PAV/co,LITGE
000138405,Dile que no estoy,"Costamagna, Alejandra",Ch863/COS/di,LITCH
000138425,"Ven, sé mi luz : las cartas privadas de la ""Santa de Calcuta""","Teresa, De Calcuta, Madre",271.97/TER/ve,LITGE
000138445,He decidido llamarme Max,"Smadja, Brigitte",843/SMA/he,INFAN
000138459,Busca que te busca,"Urdaneta, Josefina comp",863/BUS/qu,INFAN
000138545,La estrella de la mañana,"Sierra i Fabra, Jordi",863/SIE/es,JUVEN
000138639,La iniciación,"Murialdo, Helios",Ch863/MUR/in,LITCH
000138642,Per versiones orales : (al alcance de todos),"Díaz, Jorge",Ch867/DIA/pe,LITCH
000138751,Veronika decide morir,"Coelho, Paulo",B869.3/COE/ve,LITGE
000138783,Los hijos del limo : del romanticismo a la vanguardia,"Paz, Octavio",809.1/PAU/hi,LITGE
000138794,Martín Rivas,"Blest Gana, Alberto",Ch863/BLE/ma,LITCH
000138846,Cómo entender a los chicos... : y conquistar su corazón,"Alemany, Cristina",305.235/ALE/co,JUVEN
000138879,Un toque especial,"Fine, Anne",823/FIN/toq,LITGE
000139014,Eva y su Tan,"Maturana, Andrea",Ch863/MAT/ev,INFAN
000139135,¡A jugar!,Mikonos Comunicación Gráfica Argentina,649.68//JUG,INFAN
000139247,En un abrir y cerrar de ojos,"Hahn, Oscar",Ch861/HAH/en,LITCH
000139260,El resto es silencio,"Guelfenbein, Carla",Ch863/GUE/re,LITCH
000139261,El caso Neruda,"Ampuero, Roberto, -",Ch863/AMP/ca,LITCH
000139501,El lago sin nombre,"Wei, Diane Liang",951.058092/WEI/la,LITGE
000139601,"Ratones, zorras, ranas y leones",Esopo,398.245024054/ESO/ra,INFAN
000139608,La fábrica de nubes,"Sierra i Fabra, Jordi",863/SIE/fa,INFAN
000139637,"Batman en Chile, o, el ocaso de un ídolo","Lihn, Enrique",Ch863/LIH/ba,LITCH
000139664,Viajar de noche,"Hidalgo, Patricia",Ch863/HID/vi,LITCH
000139669,La prisionera,"Franz, Carlos",Ch863/FRA/pr,LITCH
000139674,Los Nenes,"Fernández Chadwick, Patricio",Ch863/FER/ne,LITCH
000139701,El fabricante de risas,"Morel, Alicia",Ch863/MOR/fa,LITCH
000139981,Maldito amor : cartografía de cuentos de amor chilenos,"Lillo, Baldomero",Ch863.008//MAL/am,LITCH
000139982,Colombina y el pez azul,"Truffello, Patricia",Ch863/TRU/co,LITCH
000139983,En el reino de las aves,"Hertling Perlwitz, Gisela",Ch863/HER/re,LITCH
000139984,La guerra del bosque,"Jordán Jiménez, Felipe",Ch863/JOR/gu,LITCH
000139985,El canario polaco,"Gómez, Sergio",Ch863/GOM/ca,LITCH
000140050,La luna va al mercado y más historias,"Güiraldes, Ana María",Ch/863/GUI/lu,LITCH
000140103,Este mundo es un balón,Ziraldo,B869.3/ZIR/es,LITGE
000140110,Un gusanito en la línea,Ziraldo,B869.3/ZIR/gu,LITGE
000140130,Cuentos con sal y sol,"Güiraldes, Ana María",Ch863/GUI/cu,LITCH
000140139,Trino de colores,Pelayos,Cu863/PEL/tr,INFAN
000140261,Mal de amor,"Hahn, Oscar",Ch861/HAH/ma,LITCH
000140365,Benito Cereno,"Melville, Herman",813/MEL/be,LITGE
000140429,Cometas en el cielo,"Hosseini, Khaled",813/HOS/co,LITGE
000140461,Amores que matan : historias de amor y terror,"Laragione, Lucía",A863/LAR/am,JUVEN
000140506,El ojo atravesado II : Gabriela Mistral entre los uruguayos,"Mistral, Gabriela",Ch866/MIS/oj,LITCH
000140529,La tregua,"Benedetti, Mario",U863/BEN/tr,LITGE
000140637,Kassunguila,"Zepeda, Monique",M863/ZEP/ka,INFAN
000140651,Segunda fundación,"Asimov, Isaac",813/ASI/se,LITGE
000140684,Pregúntale a Alicia,Anónimo,813/PRE/al,LITCH
000140973,Una loca historia de Chile,"Millas, Hernán",983/MIL/lo,LITGE
000140982,Eva y su Tan,"Maturana, Andrea",Ch863/MAT/ev,INFAN
000141000,La pequeña Tololo Pampa,"Carvajal, Victor",Ch863/CAR/pto,INFAN
000141234,El verano de la sirena,"Hunter, Mollie",823/HUN/ve,JUVEN
000141236,"Cuentos de amor, de locura y de muerte","Quiroga, Horacio",U863/QUI/cu,LITGE
000141303,Mini es la mejor!,"N stlinger, Christine",A/833/NOS/mi,INFAN
000141305,La silla de ruedas : novela,"Pardo, Armanet, Adolfo",Ch883/PAR/si,LITCH
000141306,Jamás el fuego nunca,"Eltit, Diamela",Ch863/ELT/ja,LITCH
000141429,Memorial de Isla Negra,"Neruda, Pablo",Ch861/NER/me,LITCH
000141451,Fairy Oak : el poder de la luz,"Gnone, Elisabetta",853/GNO/fa,JUVEN
000141468,La emperatriz de los etéreos,"Gallego García, Laura",863/GAL/em,JUVEN
000141486,Prueba de sonido : primeras historias del rock en Chile (1956-1984),"Ponce, David",781.660983/PON/pr,LITGE
000141516,La grandmother y otros,"Barros, Pía",Ch863/BAR/gr/c.1,LITCH
000141518,Un mundo de adivinanzas,"Azarmendia, Ángel",793.73/AZA/mu,INFAN
000141552,Veneno de escorpión azul : diario de vida y de muerte,"Millán, Gonzalo",Ch861/MIL/ve,LITCH
000141582,Cineraria (2002-2005),"Soros, Juan",Ch861/SOR/ci,LITCH
000141604,Bosque quemado,"Brodsky, Roberto",Ch863/BRO/bo,LITGE
000141608,Poesía chilena en el siglo XX,"Alegría, Fernando",Ch861.009/ALE/po,LITCH
000141635,Perros y chacales,"Wood, Barbara",823/WOO/pe,LITGE
000141639,Décimas de Segundo : poesía popular para niñas y niños,"Prieto G., Alvaro",Ch861/PRI/de,INFAN
